Job Title,Company Name,Location,Experience (Years),Min Experience,Max Experience,Experiencia Media,Rango Experiencia,Num Ubicaciones,Oferta Exterior,Nivel Titulo,exterior,num_ubic,nivel_medio,nivel_senior
General Ledger Accountant,EXO Edge,"Delhi/NCR, Gurgaon, Noida/Greater Noida, Chandigarh, Mohali",4 - 9 Years,4,9,6.5,5,5,False,medio,0,5,1,0
Business Analyst - J48343,SAMPOORNA CONSULTANTS PVT LTD,Hyderabad/Secunderabad,2 - 4 Years,2,4,3.0,2,1,False,medio,0,1,1,0
"QA Engineer , Software Testing Engineer",Times internetghtytutujhjd,Bongaigaon,2 - 7 Years,2,7,4.5,5,1,False,medio,0,1,1,0
Permanent Remote -AWS DevOps Engineer,TALPRO INDIA PRIVATE LIMITED,Bengaluru / Bangalore,7 - 15 Years,7,15,11.0,8,1,False,medio,0,1,1,0
3D Environmental artist,BLUEPULSE VENTURES PRIVATE LIMITED,"Bengaluru / Bangalore, Mumbai",2 - 3 Years,2,3,2.5,1,2,False,medio,0,2,1,0
Sr. Customer support executive Voice - Bank Payroll,Hy Fly Consultancy,"Pune, Mumbai, Navi Mumbai, Thane",0 - 3 Years,0,3,1.5,3,4,False,senior,0,4,0,1
"HRBP , Human Resource Business Partner , Human Resource Generalist",PREDATORS CONSULTING,"Mumbai, Navi Mumbai",5 - 9 Years,5,9,7.0,4,2,False,medio,0,2,1,0
"Course Designer , Content creator",Forgebs Technologies Pvt Ltd.,"Bengaluru / Bangalore, Hyderabad/Secunderabad, Kolkata, Mumbai, Pune",1 - 5 Years,1,5,3.0,4,5,False,medio,0,5,1,0
React JS Internship in Pune,Maxgen Technologies,"Pune, Amravati, Aurangabad, Nasik, Sangli",0 - 1 Years,0,1,0.5,1,5,False,junior,0,5,0,0
DevOps Cloud engineer - J48260,SAMPOORNA CONSULTANTS PVT LTD,Hyderabad/Secunderabad,3 - 5 Years,3,5,4.0,2,1,False,medio,0,1,1,0
Software and Applications Programmers,Navyah Immigration Services Private Limited,"Dubai, Australia, Canada, Japan",2 - 7 Years,2,7,4.5,5,4,True,medio,1,4,1,0
Winter Internship,Sparks To Ideas,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False,junior,0,1,0,0
React Js Internship in Ahmedabad,Maxgen Technologies,"Ahmedabad, Bhavnagar, Junagarh, Rajkot, Surat",0 - 1 Years,0,1,0.5,1,5,False,junior,0,5,0,0
Mern Stack Internship in Ahmedabad,Maxgen Technologies,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False,junior,0,1,0,0
React Js Internship in Ahmedabad,Maxgen Technologies,"Ahmedabad, Anand, Gandhinagar, Mehsana, Surendranagar",0 - 1 Years,0,1,0.5,1,5,False,junior,0,5,0,0
Data Management Developer-R1075025 - J48282,SAMPOORNA CONSULTANTS PVT LTD,"Bengaluru / Bangalore, Delhi, Mumbai",2 - 4 Years,2,4,3.0,2,3,False,medio,0,3,1,0
"""APPLICATION SUPPORT ENGINEER""",Electrobrain modern technologies pvt ltd,"Bengaluru / Bangalore, Delhi, Delhi/NCR, Gurgaon, Mumbai",3 - 8 Years,3,8,5.5,5,5,False,medio,0,5,1,0
Senior Accountant,Final Round,Kolkata,5 - 6 Years,5,6,5.5,1,1,False,senior,0,1,0,1
Software Application Developer,Electrobrain modern technologies pvt ltd,"Delhi, Delhi/NCR, Gurgaon, Mumbai, Noida/Greater Noida",3 - 8 Years,3,8,5.5,5,5,False,medio,0,5,1,0
Centre Head - J48373,SAMPOORNA CONSULTANTS PVT LTD,"Bengaluru / Bangalore, Chennai",15 - 20 Years,15,20,17.5,5,2,False,senior,0,2,0,1
Quality Associate,Electrobrain modern technologies pvt ltd,"Delhi, Delhi/NCR, Gurgaon, Noida/Greater Noida, Pune",3 - 8 Years,3,8,5.5,5,5,False,junior,0,5,0,0
Business Analyst,Electrobrain modern technologies pvt ltd,"Delhi, Delhi/NCR, Gurgaon, Noida/Greater Noida, Faridabad",3 - 8 Years,3,8,5.5,5,5,False,medio,0,5,1,0
"Data Entry ,  Back Office ,  Computer Operator",Laxmi Infotech,"Delhi/NCR, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,3,False,junior,0,3,0,0
"network engineer , Software Engineer , Software Developer",RADKO INFOTECH,Chennai,0 - 1 Years,0,1,0.5,1,1,False,medio,0,1,1,0
"Jobs in  Automation c# ,  SDET ,  testing UAT ,  Selenium with Java",White Horse Manpower Consultancy P Ltd,"Hyderabad/Secunderabad, Pune, Visakhapatnam",3 - 8 Years,3,8,5.5,5,3,False,medio,0,3,1,0
Web development internship in Pune,Maxgen Technologies,"Pune, Jalgaon, Kolhapur, Nasik, Solapur",0 - 1 Years,0,1,0.5,1,5,False,junior,0,5,0,0
Senior Analyst - Data Science,Electrobrain modern technologies pvt ltd,"Delhi, Delhi/NCR, Gurgaon, Mumbai, Noida/Greater Noida",2 - 7 Years,2,7,4.5,5,5,False,senior,0,5,0,1
Web Development Internship in Ahmedabad,Maxgen Technologies,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False,junior,0,1,0,0
Full Stack Internship in Pune,Maxgen Technologies,Pune,0 - 1 Years,0,1,0.5,1,1,False,junior,0,1,0,0
Assistant General Manager  ( Logistics  &  Supply chain ),Suman kumar,"Delhi/NCR, Kolkata, Pune, Indore, Bhubaneshwar",15 - 20 Years,15,20,17.5,5,5,False,senior,0,5,0,1
Desktop Engineers Required in Canada under PR visa,World Overseas immigration Consultancy Pvt Ltd,"Australia, Canada",2 - 7 Years,2,7,4.5,5,2,True,medio,1,2,1,0
JD Edwrads Manufacturing Consultant,LTIMindtree Ltd.,"Delhi/NCR, Kolkata",4 - 9 Years,4,9,6.5,5,2,False,medio,0,2,1,0
Accounts  &  Finance Manager,Ample Leap Cognition,Gurgaon,10 - 15 Years,10,15,12.5,5,1,False,senior,0,1,0,1
Group HR Head  ( Core HR ),Ample Leap Cognition,Pune,20 - 25 Years,20,25,22.5,5,1,False,senior,0,1,0,1
System Analyst Required in Austria  ( Europe ) Under work visa,World Overseas immigration Consultancy Pvt Ltd,"Australia, Canada, Germany",3 - 8 Years,3,8,5.5,5,3,True,medio,1,3,1,0
Opportunities for Network Administrator in Canada,World Overseas immigration Consultancy Pvt Ltd,"Australia, Canada",2 - 7 Years,2,7,4.5,5,2,True,medio,1,2,1,0
Aircraft Mechanical maintenance engineer,sachin kumar,"Ahmedabad, Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Kolkata",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
Web Engineer  ( Frontend ),Electrobrain modern technologies pvt ltd,"Delhi, Delhi/NCR, Gurgaon, Mumbai, Faridabad",3 - 8 Years,3,8,5.5,5,5,False,medio,0,5,1,0
Want Python  interns,Sparks To Ideas,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False,junior,0,1,0,0
Java Developer Internship in Pune,Maxgen Technologies,"Pune, Jalgaon, Kolhapur, Nasik, Solapur",0 - 1 Years,0,1,0.5,1,5,False,junior,0,5,0,0
Data Analyst Internship in Pune,Maxgen Technologies,Pune,0 - 1 Years,0,1,0.5,1,1,False,junior,0,1,0,0
Python Developer,SKYWALK VISA IMMIGRATION SERVICES LLP,"Bengaluru / Bangalore, Australia, Canada, Germany, New Zealand",3 - 8 Years,3,8,5.5,5,5,True,medio,1,5,1,0
Test Automation Engineer,Electrobrain modern technologies pvt ltd,"Delhi, Delhi/NCR, Gurgaon, Noida/Greater Noida, Pune",3 - 8 Years,3,8,5.5,5,5,False,medio,0,5,1,0
JD Edwrads CNC,LTIMindtree Ltd.,"Delhi/NCR, Kolkata",4 - 9 Years,4,9,6.5,5,2,False,medio,0,2,1,0
INTERNSHIP FOR FRESHERS IN PHP,Sparks To Ideas,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False,junior,0,1,0,0
Project Manager PMP CPAM,White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Chennai, Pune",12 - 17 Years,12,17,14.5,5,3,False,senior,0,3,0,1
PROFESSOR /  ASSOCIATE / ASTT. PROFESSOR - COMPUTER SCIENCE,SNJ Skye Management Consultant,Kanpur,1 - 6 Years,1,6,3.5,5,1,False,junior,0,1,0,0
OIC Developer,LTIMindtree Ltd.,"Bengaluru / Bangalore, Chennai, Delhi/NCR, Kolkata, Mumbai",3 - 8 Years,3,8,5.5,5,5,False,medio,0,5,1,0
Service Delivery Manager - J48414,SAMPOORNA CONSULTANTS PVT LTD,Bengaluru / Bangalore,18 - 23 Years,18,23,20.5,5,1,False,senior,0,1,0,1
Python Live Project Internship,Sparks To Ideas,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False,junior,0,1,0,0
Team lead  /  International Customer Service - Voice,White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad",0 - 3 Years,0,3,1.5,3,3,False,senior,0,3,0,1
"""Frontend Engineer""",KANDPAL CONSULTANT,"Bengaluru / Bangalore, Delhi, Hyderabad/Secunderabad, Pune, Chandigarh",3 - 4 Years,3,4,3.5,1,5,False,medio,0,5,1,0
"Test Automation Engineer  , Software Test Automation Engineer",SHREE ADISHAKTHI CONSULTANCY,"Bengaluru / Bangalore, Chennai, Mumbai, Pune",4 - 8 Years,4,8,6.0,4,4,False,medio,0,4,1,0
Software Developer,Medicca Limited,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Navi Mumbai",2 - 7 Years,2,7,4.5,5,5,False,medio,0,5,1,0
"content writer , Technical Writer , seo",Laxmi Infotech,"Gurgaon, Kolkata, Mumbai, Noida/Greater Noida, Pune",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
PHP / Wordpress Developer,Reliqus,Delhi,0 - 1 Years,0,1,0.5,1,1,False,medio,0,1,1,0
Senior Software Testers,Navyah Immigration Services Private Limited,"Dubai, Australia, Canada, Japan",2 - 5 Years,2,5,3.5,3,4,True,senior,1,4,0,1
Python Internship for freshers,Sparks To Ideas,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False,junior,0,1,0,0
"""Hardware  &  Networking Engineer""",Suresh Gopalan Acharya,Mumbai,1 - 4 Years,1,4,2.5,3,1,False,medio,0,1,1,0
Website Designer Intern,Reliqus,Delhi,0 - 1 Years,0,1,0.5,1,1,False,junior,0,1,0,0
General Ledger Accountant,Addenda Chemical India Private Limited,Gurgaon,3 - 8 Years,3,8,5.5,5,1,False,medio,0,1,1,0
"content writer , Technical Writer , seo",Laxmi Infotech,"Bengaluru / Bangalore, Chennai, Delhi, Hyderabad/Secunderabad",0 - 3 Years,0,3,1.5,3,4,False,medio,0,4,1,0
"Manual Testing with Enterprise Networking Experience ,  Bangalore",White Horse Manpower Consultancy P Ltd,Bengaluru / Bangalore,5 - 10 Years,5,10,7.5,5,1,False,medio,0,1,1,0
Project Manager  /  Delivery Manager,HR Jobs Placements,"Bengaluru / Bangalore, Chennai, Delhi/NCR, Kolkata, Mumbai",8 - 13 Years,8,13,10.5,5,5,False,senior,0,5,0,1
Database Administrator Required in Canada under PR visa,World Overseas immigration Consultancy Pvt Ltd,"Australia, Canada",2 - 7 Years,2,7,4.5,5,2,True,medio,1,2,1,0
QA Analyst II,Electrobrain modern technologies pvt ltd,"Ahmedabad, Bengaluru / Bangalore, Chennai, Mumbai",3 - 8 Years,3,8,5.5,5,4,False,medio,0,4,1,0
SAP Consultant,Aerro outsourcing pvt ltd,"Abu Dhabi, Dubai, Australia, Canada, Hong Kong",1 - 6 Years,1,6,3.5,5,5,True,medio,1,5,1,0
"Software Analyst , Programmer Analyst  ( Java )  , Ui Designer",RADKO INFOTECH,Chennai,0 - 1 Years,0,1,0.5,1,1,False,medio,0,1,1,0
JD Edwrads S & D Consultant,LTIMindtree Ltd.,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",4 - 9 Years,4,9,6.5,5,5,False,medio,0,5,1,0
"Software Developer , Developer",Upholic Tech Private Limited,"Mumbai, Thane",1 - 3 Years,1,3,2.0,2,2,False,medio,0,2,1,0
JD Edwrads Finance Consultant,LTIMindtree Ltd.,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",4 - 9 Years,4,9,6.5,5,5,False,medio,0,5,1,0
Python Internship in Pune,Maxgen Technologies,Pune,0 - 1 Years,0,1,0.5,1,1,False,junior,0,1,0,0
Junior Legal Associate,Cyberpolicies,"Delhi, Delhi/NCR",2 - 4 Years,2,4,3.0,2,2,False,junior,0,2,0,0
Workday Functional Consultant,LTIMindtree Ltd.,"Bengaluru / Bangalore, Kolkata, Mumbai, Noida/Greater Noida, Pune",3 - 8 Years,3,8,5.5,5,5,False,medio,0,5,1,0
Senior OCI admin,LTIMindtree Ltd.,"Bengaluru / Bangalore, Chennai, Kolkata, Mumbai, Pune",5 - 10 Years,5,10,7.5,5,5,False,senior,0,5,0,1
Qa Engineer,Electrobrain modern technologies pvt ltd,"Delhi, Delhi/NCR, Gurgaon, Noida/Greater Noida, Pune",3 - 8 Years,3,8,5.5,5,5,False,medio,0,5,1,0
PROFESSOR /  ASSOCIATE / ASSISTANT PROFESSOR -  BCA,SNJ Skye Management Consultant,Kanpur,0 - 3 Years,0,3,1.5,3,1,False,junior,0,1,0,0
JD Edwards Technical Consultant,LTIMindtree Ltd.,"Bengaluru / Bangalore, Delhi, Hyderabad/Secunderabad, Mumbai, Pune",4 - 9 Years,4,9,6.5,5,5,False,medio,0,5,1,0
IT MANAGER,HR Jobs Placements,"Hyderabad/Secunderabad, Kolkata, Mumbai, Noida/Greater Noida, Pune",7 - 12 Years,7,12,9.5,5,5,False,senior,0,5,0,1
MERN stack Developer,National Institute For Career Education,"Ahmedabad, Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Kolkata",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
Full Stack Internship in Pune,Maxgen Technologies,"Pune, Jalgaon, Kolhapur, Nasik, Solapur",0 - 1 Years,0,1,0.5,1,5,False,junior,0,5,0,0
"Software  Test  Engineer , Testing Engineer",SHREE ADISHAKTHI CONSULTANCY,"Bengaluru / Bangalore, Chennai, Mumbai, Pune",4 - 8 Years,4,8,6.0,4,4,False,medio,0,4,1,0
"Mis Executive , Sales Coordinator",New Global Technologies,"Ahmedabad, Delhi/NCR, Gurgaon, Kolkata, Noida/Greater Noida",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
Azure Devops Engineer,Laxmi Infotech,"Ahmedabad, Delhi, Gurgaon, Kolkata, Mumbai",3 - 8 Years,3,8,5.5,5,5,False,medio,0,5,1,0
Senior Angular Developer,White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Mumbai, Pune",5 - 10 Years,5,10,7.5,5,3,False,senior,0,3,0,1
Senior .net Developer,White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Mumbai, Pune",5 - 10 Years,5,10,7.5,5,3,False,senior,0,3,0,1
Senior Infrastructure Engineer,White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Mumbai, Pune",2 - 7 Years,2,7,4.5,5,3,False,senior,0,3,0,1
Flash Animator  /  Multimedia graphics designer,Laxmi Infotech,"Ahmedabad, Gurgaon, Kolkata, Noida/Greater Noida",0 - 3 Years,0,3,1.5,3,4,False,medio,0,4,1,0
Senior Full Stack Developer,White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Mumbai, Pune",5 - 10 Years,5,10,7.5,5,3,False,senior,0,3,0,1
Manual Test Engineer,Electrobrain modern technologies pvt ltd,"Delhi, Delhi/NCR, Gurgaon, Mumbai, Noida/Greater Noida",3 - 6 Years,3,6,4.5,3,5,False,medio,0,5,1,0
BPO AP Lead,White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Mumbai, Pune",10 - 15 Years,10,15,12.5,5,3,False,senior,0,3,0,1
"Mis Executive , Sales Coordinator",New Global Technologies,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
"Quality Analyst Technical Support Process ,  QA TSE",White Horse Manpower Consultancy P Ltd,Bengaluru / Bangalore,1 - 6 Years,1,6,3.5,5,1,False,medio,0,1,1,0
Business Analyst,LTIMindtree Ltd.,"Bengaluru / Bangalore, Chennai, Mumbai, Pune",1 - 2 Years,1,2,1.5,1,4,False,medio,0,4,1,0
"FrontEnd Developer , FrontEnd Engineer , FrontEnd Web Developer",PREDATORS CONSULTING,"Mumbai, Navi Mumbai",1 - 3 Years,1,3,2.0,2,2,False,medio,0,2,1,0
"Data Analyst , Database Administrator",Aerro outsourcing pvt ltd,"Abu Dhabi, Dubai, Australia, Canada, Hong Kong",1 - 6 Years,1,6,3.5,5,5,True,medio,1,5,1,0
Mechanical Engineer,Laxmi Infotech,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
R2R Team Leader Or Manager,White Horse Manpower Consultancy P Ltd,Bengaluru / Bangalore,4 - 8 Years,4,8,6.0,4,1,False,senior,0,1,0,1
Technical Performance Specialist - Cloud Computing,New Global Technologies,"Bengaluru / Bangalore, Delhi, Hyderabad/Secunderabad, Mumbai, Pune",1 - 6 Years,1,6,3.5,5,5,False,medio,0,5,1,0
Jr. Software Tester,Reliqus,Delhi,0 - 1 Years,0,1,0.5,1,1,False,junior,0,1,0,0
IT infrastruture manager immediate Joining  8553281886,White Horse Manpower Consultancy P Ltd,Bengaluru / Bangalore,5 - 7 Years,5,7,6.0,2,1,False,senior,0,1,0,1
BPO Customer Care Voice Process call  Ayesha@ 9972020050,White Horse Manpower Consultancy P Ltd,Bengaluru / Bangalore,2 - 6 Years,2,6,4.0,4,1,False,medio,0,1,1,0
"B.E  , B.tech  , Diploma- engineers",New Global Technologies,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Kolkata, Mumbai",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
Dev Manager,White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Mumbai, Pune",10 - 15 Years,10,15,12.5,5,3,False,senior,0,3,0,1
"SAP Consultant , Sap Basis Consultant",HR Jobs Placements,"Bengaluru / Bangalore, Chennai, Delhi/NCR, Hyderabad/Secunderabad, Mumbai",5 - 10 Years,5,10,7.5,5,5,False,medio,0,5,1,0
"Java Developer , Software Engineer , Developer",Peopleplease Consulting,Mumbai,0 - 3 Years,0,3,1.5,3,1,False,medio,0,1,1,0
Senior Software Engineer,New Global Technologies,"Visakhapatnam, Patna, Gandhinagar, Ranchi, Cochin/ Kochi/ Ernakulam",1 - 6 Years,1,6,3.5,5,5,False,senior,0,5,0,1
Network Administrator I,Laxmi Infotech,"Ahmedabad, Gurgaon, Kolkata, Noida/Greater Noida, Pune",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
Telco lead For Incident and Fault Management immediate Joining,White Horse Manpower Consultancy P Ltd,Bengaluru / Bangalore,9 - 14 Years,9,14,11.5,5,1,False,senior,0,1,0,1
Network Engineer,Laxmi Infotech,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad",1 - 6 Years,1,6,3.5,5,3,False,medio,0,3,1,0
ETL Developer,New Global Technologies,"Ahmedabad, Gurgaon, Kolkata, Noida/Greater Noida, Cochin/ Kochi/ Ernakulam",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
Manual Test Engineer Required in Canada Under PNP program,World Overseas immigration Consultancy Pvt Ltd,"Australia, Canada",2 - 7 Years,2,7,4.5,5,2,True,medio,1,2,1,0
General Manager,HR Jobs Placements,"Bengaluru / Bangalore, Chennai, Delhi/NCR, Hyderabad/Secunderabad, Mumbai",8 - 13 Years,8,13,10.5,5,5,False,senior,0,5,0,1
"datawarehousing  , database developer",New Global Technologies,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Noida/Greater Noida",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
"Technical Engineer ,  Computer Hardware Engineer ,  Support Engineer",Laxmi Infotech,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",1 - 6 Years,1,6,3.5,5,5,False,medio,0,5,1,0
Android Developer,New Global Technologies,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",1 - 6 Years,1,6,3.5,5,5,False,medio,0,5,1,0
"Network Engineer , System Administrator , Hardware Engineer",Laxmi Infotech,"Delhi/NCR, Mumbai, Pune",1 - 6 Years,1,6,3.5,5,3,False,medio,0,3,1,0
"Network Administrator , Network Engineer , System Engineer",AppSoft Solutions,"Bengaluru / Bangalore, Chennai, Delhi, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
Financial Analyst,HR Jobs Placements,"Bengaluru / Bangalore, Chennai, Delhi/NCR, Hyderabad/Secunderabad, Mumbai",2 - 7 Years,2,7,4.5,5,5,False,medio,0,5,1,0
Azure Devops Engineer,New Global Technologies,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",1 - 6 Years,1,6,3.5,5,5,False,medio,0,5,1,0
Hardware Networking Engineer,New Global Technologies,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
Technical Support Engineer,Laxmi Infotech,"Ahmedabad, Delhi, Gurgaon, Noida/Greater Noida, Pune",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
Business Analyst,White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Mumbai, Pune",4 - 9 Years,4,9,6.5,5,3,False,medio,0,3,1,0
Senior Business Analyst / Data Engineer - Python  &  Cloud Computing,New Global Technologies,"Bengaluru / Bangalore, Delhi/NCR, Hyderabad/Secunderabad, Mumbai, Pune",1 - 6 Years,1,6,3.5,5,5,False,senior,0,5,0,1
"DBA , Database Administrative , Oracle Dba",AppSoft Solutions,"Bengaluru / Bangalore, Chennai, Delhi, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
"Associate Engineer , diploma  , be , btech",Laxmi Infotech,"Ahmedabad, Delhi, Gurgaon, Kolkata, Noida/Greater Noida",0 - 3 Years,0,3,1.5,3,5,False,junior,0,5,0,0
"""Android  /  iOS Developer""",Laxmi Infotech,"Ahmedabad, Delhi, Gurgaon, Kolkata, Noida/Greater Noida",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
"Network Engineer , System Administrator , Hardware Engineer",Laxmi Infotech,"Ahmedabad, Gurgaon, Kolkata, Noida/Greater Noida, Pune",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
Oracle Database Administrator,Laxmi Infotech,"Bengaluru / Bangalore, Hyderabad/Secunderabad, Pune",0 - 3 Years,0,3,1.5,3,3,False,medio,0,3,1,0
"L1 , l2 Support Engineer",New Global Technologies,"Ahmedabad, Gurgaon, Kolkata, Noida/Greater Noida, Pune",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
"Software Engineer , Software Developer",ASSOCIATIVE,Pune,0 - 1 Years,0,1,0.5,1,1,False,medio,0,1,1,0
Opening of Accountant  ( Mid Level )  for a Manufacturing Company,Universal Consultant and Management Services,Kolkata,2 - 7 Years,2,7,4.5,5,1,False,medio,0,1,1,0
Service Delivery- Manager,HR Jobs Placements,"Bengaluru / Bangalore, Chennai, Delhi/NCR, Hyderabad/Secunderabad, Pune",8 - 13 Years,8,13,10.5,5,5,False,senior,0,5,0,1
Automation Test Manager,HR Jobs Placements,"Bengaluru / Bangalore, Chennai, Delhi/NCR, Kolkata, Mumbai",8 - 13 Years,8,13,10.5,5,5,False,senior,0,5,0,1
Mobile Application Developer,New Global Technologies,"Ahmedabad, Bengaluru / Bangalore, Gurgaon, Kolkata, Noida/Greater Noida",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
"JAVA Applications Developer , JAVA Developer",Suresh Gopalan Acharya,Mumbai,0 - 2 Years,0,2,1.0,2,1,False,medio,0,1,1,0
Computer Operator / Data Entry Operator,Aryan technologies,"Akola, Latur, Lonavala, Thane, Vasai",0 - 3 Years,0,3,1.5,3,5,False,junior,0,5,0,0
Computer Operator / Data Entry Operator,Aryan technologies,"Bongaigaon, Dhubri, Dibrugarh, Guwahati, Jorhat",0 - 3 Years,0,3,1.5,3,5,False,junior,0,5,0,0
"Cloud Engineer , ""AWS Cloud Engineer""",AppSoft Solutions,"Bengaluru / Bangalore, Chennai, Delhi, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
IT Manager,HR Jobs Placements,"Hyderabad/Secunderabad, Kolkata, Mumbai, Noida/Greater Noida, Pune",14 - 18 Years,14,18,16.0,4,5,False,senior,0,5,0,1
Computer Operator / Data Entry Operator,Aryan technologies,"Panjim/Panaji, Vasco Da Gama, Gandhinagar, Surat, Vadodara",0 - 3 Years,0,3,1.5,3,5,False,junior,0,5,0,0
"L1 , l2 Support Engineer",New Global Technologies,"Bengaluru / Bangalore, Chennai, Delhi/NCR, Hyderabad/Secunderabad, Mumbai",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
Computer Operator / Data Entry Operator,Aryan technologies,"Jalgaon, Kolhapur, Nasik, Satara",0 - 3 Years,0,3,1.5,3,4,False,junior,0,4,0,0
IT / Non-IT recruiter,RANGAM INFOTECH PVT. LTD.,Vadodara,0 - 3 Years,0,3,1.5,3,1,False,medio,0,1,1,0
Embedded Software Engineer,New Global Technologies,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
IT Coordinator  /  IT Technician,Hilton Hotels & Resorts,Doha,1 - 5 Years,1,5,3.0,4,1,False,medio,0,1,1,0
Configuration / Release Manager,HR Jobs Placements,"Hyderabad/Secunderabad, Kolkata, Mumbai, Noida/Greater Noida, Pune",7 - 12 Years,7,12,9.5,5,5,False,senior,0,5,0,1
Operations Manager,HR Jobs Placements,"Bengaluru / Bangalore, Chennai, Delhi, Delhi/NCR, Gurgaon",9 - 14 Years,9,14,11.5,5,5,False,senior,0,5,0,1
Computer Operator / Data Entry Operator,Aryan technologies,"Amritsar, Batala, Bathinda, Chandigarh, Faridkot",0 - 3 Years,0,3,1.5,3,5,False,junior,0,5,0,0
General Manager,HR Jobs Placements,"Ahmedabad, Bengaluru / Bangalore, Delhi/NCR, Hyderabad/Secunderabad, Pune",8 - 13 Years,8,13,10.5,5,5,False,senior,0,5,0,1
Web Designer  /  Visualiser  /  Graphic Designer,New Global Technologies,"Bengaluru / Bangalore, Delhi/NCR, Hyderabad/Secunderabad, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
Data Entry Jobs,Aryan technologies,"Bidar, Gulbarga, Hubli, Mangalore, Mysoru / Mysore",0 - 3 Years,0,3,1.5,3,5,False,junior,0,5,0,0
Big Data Analyst,HR Jobs Placements,"Bengaluru / Bangalore, Delhi/NCR, Hyderabad/Secunderabad, Kolkata, Mumbai",11 - 16 Years,11,16,13.5,5,5,False,medio,0,5,1,0
Program  &  Project Manager,HR Jobs Placements,"Delhi/NCR, Hyderabad/Secunderabad, Kolkata, Mumbai, Pune",5 - 10 Years,5,10,7.5,5,5,False,senior,0,5,0,1
Web Designer  /  Visualiser  /  Graphic Designer,New Global Technologies,"Ahmedabad, Chennai, Gurgaon, Kolkata, Noida/Greater Noida",0 - 3 Years,0,3,1.5,3,5,False,medio,0,5,1,0
