Job Title,Company Name,Location,Experience (Years),Min Experience,Max Experience,Experiencia Media,Rango Experiencia,Num Ubicaciones,Oferta Exterior
Oracle project accounting functional Consultant,LTIMindtree Ltd.,"Ahmedabad, Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Kolkata",7 - 12 Years,7,12,9.5,5,5,False
"Senior Developer , Senior Developer / Software Engineer",PREDATORS CONSULTING,"Mumbai, Navi Mumbai",3 - 8 Years,3,8,5.5,5,2,False
Data Science Internship in Ahmedabad,Maxgen Technologies,"Ahmedabad, Bhavnagar, Junagarh, Rajkot, Surat",0 - 1 Years,0,1,0.5,1,5,False
IDAM - Transformation Director - J48377,SAMPOORNA CONSULTANTS PVT LTD,Chennai,18 - 23 Years,18,23,20.5,5,1,False
UI Technical Lead,Hucon Solutions India Pvt ltd,"Bengaluru / Bangalore, Pune, Bhubaneshwar",8 - 12 Years,8,12,10.0,4,3,False
Java Developer,Electrobrain modern technologies pvt ltd,"Bhopal, Gwalior, Indore",3 - 8 Years,3,8,5.5,5,3,False
SENIOR SOFTWARE ENGINEER,Electrobrain modern technologies pvt ltd,"Delhi, Delhi/NCR, Gurgaon, Mumbai, Noida/Greater Noida",3 - 8 Years,3,8,5.5,5,5,False
Data Management Developer- J48282,SAMPOORNA CONSULTANTS PVT LTD,"Bengaluru / Bangalore, Delhi, Mumbai",2 - 4 Years,2,4,3.0,2,3,False
Cloud Operations Manager - J48386,SAMPOORNA CONSULTANTS PVT LTD,Chennai,15 - 20 Years,15,20,17.5,5,1,False
Java Technical Architect,Hucon Solutions India Pvt ltd,Pune,13 - 18 Years,13,18,15.5,5,1,False
Java Internship in Pune,Maxgen Technologies,"Pune, Amravati, Dhule, Sangli, Satara",0 - 1 Years,0,1,0.5,1,5,False
Sharepoint Developer,LTIMindtree Ltd.,"Bengaluru / Bangalore, Chennai, Delhi/NCR, Hyderabad/Secunderabad, Mumbai",5 - 10 Years,5,10,7.5,5,5,False
Job for Data Science in Ahmedabad,Sparks To Ideas,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False
Sales and Marketing Manager - Finland  &  Singapore,LIMA FLY PRIVATE LIMITED,Singapore,7 - 12 Years,7,12,9.5,5,1,True
Web Designer / Developer,sharda consultancy Services,"Delhi, Delhi/NCR",3 - 6 Years,3,6,4.5,3,2,False
"Admin Executive , Administration Assistant / Executive",MIAECT Pvt Ltd,"Mumbai, Navi Mumbai, Thane",2 - 5 Years,2,5,3.5,3,3,False
Internship For Data Science,Sparks To Ideas,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False
Java Springboot  ( Req ID: 40675 ) -Level E - J48413,SAMPOORNA CONSULTANTS PVT LTD,Bengaluru / Bangalore,3 - 8 Years,3,8,5.5,5,1,False
Team Leader Voice openings,White Horse Manpower Consultancy P Ltd,Bengaluru / Bangalore,1 - 6 Years,1,6,3.5,5,1,False
Purchase / Material Management,U.S,Mumbai,3 - 8 Years,3,8,5.5,5,1,False
"Aircraft Mechanical maintenance engineer , Electrical Engineer",sachin kumar,"Ahmedabad, Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai",1 - 6 Years,1,6,3.5,5,5,False
Scrum master and Project manager,Midas Touch,"Bengaluru / Bangalore, Hyderabad/Secunderabad, Mumbai, Pune",7 - 12 Years,7,12,9.5,5,4,False
QA Automation API  Rest assured  mandate  Cucumber java selenium,White Horse Manpower Consultancy P Ltd,Bengaluru / Bangalore,7 - 12 Years,7,12,9.5,5,1,False
"Python Developer , Python , Python Full stack",Peopleplease Consulting,Mumbai,1 - 5 Years,1,5,3.0,4,1,False
"Fullstake Developer , Senior Software Engineer , Software Engineer",SHREE ADISHAKTHI CONSULTANCY,"Bengaluru / Bangalore, Chennai",4 - 8 Years,4,8,6.0,4,2,False
Python Developer - J48497,SAMPOORNA CONSULTANTS PVT LTD,Pune,1 - 4 Years,1,4,2.5,3,1,False
Senior .net Developer - Back End,TALPRO INDIA PRIVATE LIMITED,Bengaluru / Bangalore,7 - 15 Years,7,15,11.0,8,1,False
HR cum IR MANAGER,ANIRUDDHA ROY CHOUDHURY,"Chennai, Gurgaon, Kolkata, Mumbai",13 - 18 Years,13,18,15.5,5,4,False
RPA Developer Process Excellence Mumbai,Client of placement company,Mumbai,2 - 6 Years,2,6,4.0,4,1,False
Senior Consultant For Jira Immediate Joiners,White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Chennai, Pune",12 - 17 Years,12,17,14.5,5,3,False
Maintenance Manager,Suman kumar,"Chennai, Delhi/NCR, Bilaspur, Satna, Rourkela",10 - 15 Years,10,15,12.5,5,5,False
Oracle Flexcube Technical with Corporate core banking,LTIMindtree Ltd.,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",3 - 8 Years,3,8,5.5,5,5,False
Full Stack Internship in Pune,Maxgen Technologies,"Pune, Amravati, Dhule, Sangli, Satara",0 - 1 Years,0,1,0.5,1,5,False
Data science Internship,Sparks To Ideas,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False
Cyber security Internship,Sparks To Ideas,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False
Hardware Engineer Hiring  For DUBAI,ADAL IMMIGRATIONS LLP,Dubai,13 - 18 Years,13,18,15.5,5,1,True
"PA to MD , Salary 30-32K , Charges applicable after selection",Spearhead Technology Services,Kolkata,5 - 10 Years,5,10,7.5,5,1,False
SENIOR ACCOUNTS EXECUTIVE,Suman kumar,"Delhi/NCR, Kolkata, Pune, Jaipur, Lucknow",8 - 12 Years,8,12,10.0,4,5,False
Oracle VBCS / VBS Developer,LTIMindtree Ltd.,"Bengaluru / Bangalore, Chennai, Delhi/NCR, Kolkata, Mumbai",3 - 8 Years,3,8,5.5,5,5,False
"React JS Developer , ""Full Stack Software Developer""",Peopleplease Consulting,Mumbai,1 - 5 Years,1,5,3.0,4,1,False
React JS Developer,Waytogo Consultants Pvt Ltd,Pune,3 - 7 Years,3,7,5.0,4,1,False
SAP Project Manager required in Canada under PR,World Overseas immigration Consultancy Pvt Ltd,"Australia, Canada",2 - 7 Years,2,7,4.5,5,2,True
"LWC Developer , Lightning Web Components Developer",One World,"Ahmedabad, Bengaluru / Bangalore, Gurgaon, Hyderabad/Secunderabad, Mumbai",3 - 8 Years,3,8,5.5,5,5,False
Software Engineer II - J48455,SAMPOORNA CONSULTANTS PVT LTD,Chennai,2 - 5 Years,2,5,3.5,3,1,False
Database Administrator,Waytogo Consultants Pvt Ltd,Hyderabad/Secunderabad,2 - 7 Years,2,7,4.5,5,1,False
Lead Consultant Solutions Designing BPM immediate Joinings,White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Chennai, Pune",12 - 17 Years,12,17,14.5,5,3,False
"PHP Developer , Php Programmer , Software Engineer",Gaurangna Singh,"Ahmedabad, Pune, Bilaspur, Raipur, Indore",1 - 6 Years,1,6,3.5,5,5,False
Computer Network and Systems Engineer,Navyah Immigration Services Private Limited,"Australia, Canada",2 - 5 Years,2,5,3.5,3,2,True
Regional Head Business Development,Equniox Business Solutions,Bengaluru / Bangalore,15 - 20 Years,15,20,17.5,5,1,False
Free internship in React Js,Sparks To Ideas,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False
Sap Concur Consultant immediate Joining,White Horse Manpower Consultancy P Ltd,Bengaluru / Bangalore,5 - 8 Years,5,8,6.5,3,1,False
Free Python Internship In Ahmedabad,Sparks To Ideas,"Ahmedabad, Bhavnagar, Botad, Gandhinagar, Junagarh",0 - 1 Years,0,1,0.5,1,5,False
Full Stack Developer  ( c# / .net ),TALPRO INDIA PRIVATE LIMITED,Bengaluru / Bangalore,7 - 15 Years,7,15,11.0,8,1,False
Winter Internship for cyber security,Sparks To Ideas,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False
Data Analyst - AI / ML - J48458,SAMPOORNA CONSULTANTS PVT LTD,Chennai,3 - 5 Years,3,5,4.0,2,1,False
"""DevOps Developer""",Medicca Limited,Bengaluru / Bangalore,3 - 8 Years,3,8,5.5,5,1,False
Web Designers and Developers,Navyah Immigration Services Private Limited,"Dubai, Australia, Canada, Singapore",2 - 5 Years,2,5,3.5,3,4,True
Python Developer Internship,Maxgen Technologies,"Ahmedabad, Anand, Gandhinagar, Mehsana, Surat",0 - 1 Years,0,1,0.5,1,5,False
Senior Director - Program  &  Project Management,LTIMindtree Ltd.,Hyderabad/Secunderabad,18 - 22 Years,18,22,20.0,4,1,False
Facility Manager,Suman kumar,"Gurgaon, Kolkata, Mumbai, Chandigarh, Indore",10 - 15 Years,10,15,12.5,5,5,False
"Personal Assistant , Secretary",Indica Industries Pvt Ltd,Noida/Greater Noida,3 - 8 Years,3,8,5.5,5,1,False
React js Internship in Pune,Maxgen Technologies,"Pune, Jalgaon, Kolhapur, Nasik, Solapur",0 - 1 Years,0,1,0.5,1,5,False
Power BI Developer,Waytogo Consultants Pvt Ltd,Hyderabad/Secunderabad,3 - 8 Years,3,8,5.5,5,1,False
Assistant Manager-Packaging Purchase,Venky's India Ltd.,Pune,10 - 15 Years,10,15,12.5,5,1,False
Java internship in Ahmedabad,Maxgen Technologies,"Ahmedabad, Bhavnagar, Junagarh, Rajkot, Surendranagar",0 - 1 Years,0,1,0.5,1,5,False
Aircraft Mechanical maintenance engineer,sachin kumar,"Bengaluru / Bangalore, Chennai, Mumbai, Pune, Visakhapatnam",1 - 6 Years,1,6,3.5,5,5,False
"PHP Developer , Web Developer , Software Developer , Software Engineer",DATAMAX INFOTECH,Mumbai,4 - 5 Years,4,5,4.5,1,1,False
"HR Jobs in Bangalore ,  Immediate Joining ,  DayShift ,  Sal 18k+Inc",White Horse Manpower Consultancy P Ltd,Bengaluru / Bangalore,1 - 4 Years,1,4,2.5,3,1,False
General Ledger Accountant,EXO Edge,"Delhi/NCR, Gurgaon, Noida/Greater Noida, Chandigarh, Mohali",4 - 9 Years,4,9,6.5,5,5,False
Business Analyst - J48343,SAMPOORNA CONSULTANTS PVT LTD,Hyderabad/Secunderabad,2 - 4 Years,2,4,3.0,2,1,False
"QA Engineer , Software Testing Engineer",Times internetghtytutujhjd,Bongaigaon,2 - 7 Years,2,7,4.5,5,1,False
Permanent Remote -AWS DevOps Engineer,TALPRO INDIA PRIVATE LIMITED,Bengaluru / Bangalore,7 - 15 Years,7,15,11.0,8,1,False
3D Environmental artist,BLUEPULSE VENTURES PRIVATE LIMITED,"Bengaluru / Bangalore, Mumbai",2 - 3 Years,2,3,2.5,1,2,False
Sr. Customer support executive Voice - Bank Payroll,Hy Fly Consultancy,"Pune, Mumbai, Navi Mumbai, Thane",0 - 3 Years,0,3,1.5,3,4,False
"HRBP , Human Resource Business Partner , Human Resource Generalist",PREDATORS CONSULTING,"Mumbai, Navi Mumbai",5 - 9 Years,5,9,7.0,4,2,False
"Course Designer , Content creator",Forgebs Technologies Pvt Ltd.,"Bengaluru / Bangalore, Hyderabad/Secunderabad, Kolkata, Mumbai, Pune",1 - 5 Years,1,5,3.0,4,5,False
React JS Internship in Pune,Maxgen Technologies,"Pune, Amravati, Aurangabad, Nasik, Sangli",0 - 1 Years,0,1,0.5,1,5,False
DevOps Cloud engineer - J48260,SAMPOORNA CONSULTANTS PVT LTD,Hyderabad/Secunderabad,3 - 5 Years,3,5,4.0,2,1,False
Software and Applications Programmers,Navyah Immigration Services Private Limited,"Dubai, Australia, Canada, Japan",2 - 7 Years,2,7,4.5,5,4,True
Winter Internship,Sparks To Ideas,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False
React Js Internship in Ahmedabad,Maxgen Technologies,"Ahmedabad, Bhavnagar, Junagarh, Rajkot, Surat",0 - 1 Years,0,1,0.5,1,5,False
Mern Stack Internship in Ahmedabad,Maxgen Technologies,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False
React Js Internship in Ahmedabad,Maxgen Technologies,"Ahmedabad, Anand, Gandhinagar, Mehsana, Surendranagar",0 - 1 Years,0,1,0.5,1,5,False
Data Management Developer-R1075025 - J48282,SAMPOORNA CONSULTANTS PVT LTD,"Bengaluru / Bangalore, Delhi, Mumbai",2 - 4 Years,2,4,3.0,2,3,False
"""APPLICATION SUPPORT ENGINEER""",Electrobrain modern technologies pvt ltd,"Bengaluru / Bangalore, Delhi, Delhi/NCR, Gurgaon, Mumbai",3 - 8 Years,3,8,5.5,5,5,False
Senior Accountant,Final Round,Kolkata,5 - 6 Years,5,6,5.5,1,1,False
Software Application Developer,Electrobrain modern technologies pvt ltd,"Delhi, Delhi/NCR, Gurgaon, Mumbai, Noida/Greater Noida",3 - 8 Years,3,8,5.5,5,5,False
Centre Head - J48373,SAMPOORNA CONSULTANTS PVT LTD,"Bengaluru / Bangalore, Chennai",15 - 20 Years,15,20,17.5,5,2,False
Quality Associate,Electrobrain modern technologies pvt ltd,"Delhi, Delhi/NCR, Gurgaon, Noida/Greater Noida, Pune",3 - 8 Years,3,8,5.5,5,5,False
Business Analyst,Electrobrain modern technologies pvt ltd,"Delhi, Delhi/NCR, Gurgaon, Noida/Greater Noida, Faridabad",3 - 8 Years,3,8,5.5,5,5,False
"Data Entry ,  Back Office ,  Computer Operator",Laxmi Infotech,"Delhi/NCR, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,3,False
"network engineer , Software Engineer , Software Developer",RADKO INFOTECH,Chennai,0 - 1 Years,0,1,0.5,1,1,False
"Jobs in  Automation c# ,  SDET ,  testing UAT ,  Selenium with Java",White Horse Manpower Consultancy P Ltd,"Hyderabad/Secunderabad, Pune, Visakhapatnam",3 - 8 Years,3,8,5.5,5,3,False
Web development internship in Pune,Maxgen Technologies,"Pune, Jalgaon, Kolhapur, Nasik, Solapur",0 - 1 Years,0,1,0.5,1,5,False
Senior Analyst - Data Science,Electrobrain modern technologies pvt ltd,"Delhi, Delhi/NCR, Gurgaon, Mumbai, Noida/Greater Noida",2 - 7 Years,2,7,4.5,5,5,False
Web Development Internship in Ahmedabad,Maxgen Technologies,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False
Full Stack Internship in Pune,Maxgen Technologies,Pune,0 - 1 Years,0,1,0.5,1,1,False
Assistant General Manager  ( Logistics  &  Supply chain ),Suman kumar,"Delhi/NCR, Kolkata, Pune, Indore, Bhubaneshwar",15 - 20 Years,15,20,17.5,5,5,False
Desktop Engineers Required in Canada under PR visa,World Overseas immigration Consultancy Pvt Ltd,"Australia, Canada",2 - 7 Years,2,7,4.5,5,2,True
JD Edwrads Manufacturing Consultant,LTIMindtree Ltd.,"Delhi/NCR, Kolkata",4 - 9 Years,4,9,6.5,5,2,False
Accounts  &  Finance Manager,Ample Leap Cognition,Gurgaon,10 - 15 Years,10,15,12.5,5,1,False
Group HR Head  ( Core HR ),Ample Leap Cognition,Pune,20 - 25 Years,20,25,22.5,5,1,False
System Analyst Required in Austria  ( Europe ) Under work visa,World Overseas immigration Consultancy Pvt Ltd,"Australia, Canada, Germany",3 - 8 Years,3,8,5.5,5,3,True
Opportunities for Network Administrator in Canada,World Overseas immigration Consultancy Pvt Ltd,"Australia, Canada",2 - 7 Years,2,7,4.5,5,2,True
Aircraft Mechanical maintenance engineer,sachin kumar,"Ahmedabad, Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Kolkata",0 - 3 Years,0,3,1.5,3,5,False
Web Engineer  ( Frontend ),Electrobrain modern technologies pvt ltd,"Delhi, Delhi/NCR, Gurgaon, Mumbai, Faridabad",3 - 8 Years,3,8,5.5,5,5,False
Want Python  interns,Sparks To Ideas,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False
Java Developer Internship in Pune,Maxgen Technologies,"Pune, Jalgaon, Kolhapur, Nasik, Solapur",0 - 1 Years,0,1,0.5,1,5,False
Data Analyst Internship in Pune,Maxgen Technologies,Pune,0 - 1 Years,0,1,0.5,1,1,False
Python Developer,SKYWALK VISA IMMIGRATION SERVICES LLP,"Bengaluru / Bangalore, Australia, Canada, Germany, New Zealand",3 - 8 Years,3,8,5.5,5,5,True
Test Automation Engineer,Electrobrain modern technologies pvt ltd,"Delhi, Delhi/NCR, Gurgaon, Noida/Greater Noida, Pune",3 - 8 Years,3,8,5.5,5,5,False
JD Edwrads CNC,LTIMindtree Ltd.,"Delhi/NCR, Kolkata",4 - 9 Years,4,9,6.5,5,2,False
INTERNSHIP FOR FRESHERS IN PHP,Sparks To Ideas,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False
Project Manager PMP CPAM,White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Chennai, Pune",12 - 17 Years,12,17,14.5,5,3,False
PROFESSOR /  ASSOCIATE / ASTT. PROFESSOR - COMPUTER SCIENCE,SNJ Skye Management Consultant,Kanpur,1 - 6 Years,1,6,3.5,5,1,False
OIC Developer,LTIMindtree Ltd.,"Bengaluru / Bangalore, Chennai, Delhi/NCR, Kolkata, Mumbai",3 - 8 Years,3,8,5.5,5,5,False
Service Delivery Manager - J48414,SAMPOORNA CONSULTANTS PVT LTD,Bengaluru / Bangalore,18 - 23 Years,18,23,20.5,5,1,False
Python Live Project Internship,Sparks To Ideas,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False
Team lead  /  International Customer Service - Voice,White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad",0 - 3 Years,0,3,1.5,3,3,False
"""Frontend Engineer""",KANDPAL CONSULTANT,"Bengaluru / Bangalore, Delhi, Hyderabad/Secunderabad, Pune, Chandigarh",3 - 4 Years,3,4,3.5,1,5,False
"Test Automation Engineer  , Software Test Automation Engineer",SHREE ADISHAKTHI CONSULTANCY,"Bengaluru / Bangalore, Chennai, Mumbai, Pune",4 - 8 Years,4,8,6.0,4,4,False
Software Developer,Medicca Limited,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Navi Mumbai",2 - 7 Years,2,7,4.5,5,5,False
"content writer , Technical Writer , seo",Laxmi Infotech,"Gurgaon, Kolkata, Mumbai, Noida/Greater Noida, Pune",0 - 3 Years,0,3,1.5,3,5,False
PHP / Wordpress Developer,Reliqus,Delhi,0 - 1 Years,0,1,0.5,1,1,False
Senior Software Testers,Navyah Immigration Services Private Limited,"Dubai, Australia, Canada, Japan",2 - 5 Years,2,5,3.5,3,4,True
Python Internship for freshers,Sparks To Ideas,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False
"""Hardware  &  Networking Engineer""",Suresh Gopalan Acharya,Mumbai,1 - 4 Years,1,4,2.5,3,1,False
Website Designer Intern,Reliqus,Delhi,0 - 1 Years,0,1,0.5,1,1,False
General Ledger Accountant,Addenda Chemical India Private Limited,Gurgaon,3 - 8 Years,3,8,5.5,5,1,False
"content writer , Technical Writer , seo",Laxmi Infotech,"Bengaluru / Bangalore, Chennai, Delhi, Hyderabad/Secunderabad",0 - 3 Years,0,3,1.5,3,4,False
"Manual Testing with Enterprise Networking Experience ,  Bangalore",White Horse Manpower Consultancy P Ltd,Bengaluru / Bangalore,5 - 10 Years,5,10,7.5,5,1,False
Project Manager  /  Delivery Manager,HR Jobs Placements,"Bengaluru / Bangalore, Chennai, Delhi/NCR, Kolkata, Mumbai",8 - 13 Years,8,13,10.5,5,5,False
Database Administrator Required in Canada under PR visa,World Overseas immigration Consultancy Pvt Ltd,"Australia, Canada",2 - 7 Years,2,7,4.5,5,2,True
QA Analyst II,Electrobrain modern technologies pvt ltd,"Ahmedabad, Bengaluru / Bangalore, Chennai, Mumbai",3 - 8 Years,3,8,5.5,5,4,False
SAP Consultant,Aerro outsourcing pvt ltd,"Abu Dhabi, Dubai, Australia, Canada, Hong Kong",1 - 6 Years,1,6,3.5,5,5,True
"Software Analyst , Programmer Analyst  ( Java )  , Ui Designer",RADKO INFOTECH,Chennai,0 - 1 Years,0,1,0.5,1,1,False
JD Edwrads S & D Consultant,LTIMindtree Ltd.,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",4 - 9 Years,4,9,6.5,5,5,False
"Software Developer , Developer",Upholic Tech Private Limited,"Mumbai, Thane",1 - 3 Years,1,3,2.0,2,2,False
JD Edwrads Finance Consultant,LTIMindtree Ltd.,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",4 - 9 Years,4,9,6.5,5,5,False
Python Internship in Pune,Maxgen Technologies,Pune,0 - 1 Years,0,1,0.5,1,1,False
Junior Legal Associate,Cyberpolicies,"Delhi, Delhi/NCR",2 - 4 Years,2,4,3.0,2,2,False
Workday Functional Consultant,LTIMindtree Ltd.,"Bengaluru / Bangalore, Kolkata, Mumbai, Noida/Greater Noida, Pune",3 - 8 Years,3,8,5.5,5,5,False
Senior OCI admin,LTIMindtree Ltd.,"Bengaluru / Bangalore, Chennai, Kolkata, Mumbai, Pune",5 - 10 Years,5,10,7.5,5,5,False
Qa Engineer,Electrobrain modern technologies pvt ltd,"Delhi, Delhi/NCR, Gurgaon, Noida/Greater Noida, Pune",3 - 8 Years,3,8,5.5,5,5,False
PROFESSOR /  ASSOCIATE / ASSISTANT PROFESSOR -  BCA,SNJ Skye Management Consultant,Kanpur,0 - 3 Years,0,3,1.5,3,1,False
JD Edwards Technical Consultant,LTIMindtree Ltd.,"Bengaluru / Bangalore, Delhi, Hyderabad/Secunderabad, Mumbai, Pune",4 - 9 Years,4,9,6.5,5,5,False
IT MANAGER,HR Jobs Placements,"Hyderabad/Secunderabad, Kolkata, Mumbai, Noida/Greater Noida, Pune",7 - 12 Years,7,12,9.5,5,5,False
MERN stack Developer,National Institute For Career Education,"Ahmedabad, Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Kolkata",0 - 3 Years,0,3,1.5,3,5,False
Full Stack Internship in Pune,Maxgen Technologies,"Pune, Jalgaon, Kolhapur, Nasik, Solapur",0 - 1 Years,0,1,0.5,1,5,False
"Software  Test  Engineer , Testing Engineer",SHREE ADISHAKTHI CONSULTANCY,"Bengaluru / Bangalore, Chennai, Mumbai, Pune",4 - 8 Years,4,8,6.0,4,4,False
"Mis Executive , Sales Coordinator",New Global Technologies,"Ahmedabad, Delhi/NCR, Gurgaon, Kolkata, Noida/Greater Noida",0 - 3 Years,0,3,1.5,3,5,False
Azure Devops Engineer,Laxmi Infotech,"Ahmedabad, Delhi, Gurgaon, Kolkata, Mumbai",3 - 8 Years,3,8,5.5,5,5,False
Senior Angular Developer,White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Mumbai, Pune",5 - 10 Years,5,10,7.5,5,3,False
Senior .net Developer,White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Mumbai, Pune",5 - 10 Years,5,10,7.5,5,3,False
Senior Infrastructure Engineer,White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Mumbai, Pune",2 - 7 Years,2,7,4.5,5,3,False
Flash Animator  /  Multimedia graphics designer,Laxmi Infotech,"Ahmedabad, Gurgaon, Kolkata, Noida/Greater Noida",0 - 3 Years,0,3,1.5,3,4,False
Senior Full Stack Developer,White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Mumbai, Pune",5 - 10 Years,5,10,7.5,5,3,False
Manual Test Engineer,Electrobrain modern technologies pvt ltd,"Delhi, Delhi/NCR, Gurgaon, Mumbai, Noida/Greater Noida",3 - 6 Years,3,6,4.5,3,5,False
BPO AP Lead,White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Mumbai, Pune",10 - 15 Years,10,15,12.5,5,3,False
"Mis Executive , Sales Coordinator",New Global Technologies,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,5,False
"Quality Analyst Technical Support Process ,  QA TSE",White Horse Manpower Consultancy P Ltd,Bengaluru / Bangalore,1 - 6 Years,1,6,3.5,5,1,False
Business Analyst,LTIMindtree Ltd.,"Bengaluru / Bangalore, Chennai, Mumbai, Pune",1 - 2 Years,1,2,1.5,1,4,False
"FrontEnd Developer , FrontEnd Engineer , FrontEnd Web Developer",PREDATORS CONSULTING,"Mumbai, Navi Mumbai",1 - 3 Years,1,3,2.0,2,2,False
"Data Analyst , Database Administrator",Aerro outsourcing pvt ltd,"Abu Dhabi, Dubai, Australia, Canada, Hong Kong",1 - 6 Years,1,6,3.5,5,5,True
Mechanical Engineer,Laxmi Infotech,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",0 - 3 Years,0,3,1.5,3,5,False
R2R Team Leader Or Manager,White Horse Manpower Consultancy P Ltd,Bengaluru / Bangalore,4 - 8 Years,4,8,6.0,4,1,False
Technical Performance Specialist - Cloud Computing,New Global Technologies,"Bengaluru / Bangalore, Delhi, Hyderabad/Secunderabad, Mumbai, Pune",1 - 6 Years,1,6,3.5,5,5,False
Jr. Software Tester,Reliqus,Delhi,0 - 1 Years,0,1,0.5,1,1,False
IT infrastruture manager immediate Joining  8553281886,White Horse Manpower Consultancy P Ltd,Bengaluru / Bangalore,5 - 7 Years,5,7,6.0,2,1,False
BPO Customer Care Voice Process call  Ayesha@ 9972020050,White Horse Manpower Consultancy P Ltd,Bengaluru / Bangalore,2 - 6 Years,2,6,4.0,4,1,False
"B.E  , B.tech  , Diploma- engineers",New Global Technologies,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Kolkata, Mumbai",0 - 3 Years,0,3,1.5,3,5,False
Dev Manager,White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Mumbai, Pune",10 - 15 Years,10,15,12.5,5,3,False
"SAP Consultant , Sap Basis Consultant",HR Jobs Placements,"Bengaluru / Bangalore, Chennai, Delhi/NCR, Hyderabad/Secunderabad, Mumbai",5 - 10 Years,5,10,7.5,5,5,False
"Java Developer , Software Engineer , Developer",Peopleplease Consulting,Mumbai,0 - 3 Years,0,3,1.5,3,1,False
Senior Software Engineer,New Global Technologies,"Visakhapatnam, Patna, Gandhinagar, Ranchi, Cochin/ Kochi/ Ernakulam",1 - 6 Years,1,6,3.5,5,5,False
Network Administrator I,Laxmi Infotech,"Ahmedabad, Gurgaon, Kolkata, Noida/Greater Noida, Pune",0 - 3 Years,0,3,1.5,3,5,False
Telco lead For Incident and Fault Management immediate Joining,White Horse Manpower Consultancy P Ltd,Bengaluru / Bangalore,9 - 14 Years,9,14,11.5,5,1,False
Network Engineer,Laxmi Infotech,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad",1 - 6 Years,1,6,3.5,5,3,False
ETL Developer,New Global Technologies,"Ahmedabad, Gurgaon, Kolkata, Noida/Greater Noida, Cochin/ Kochi/ Ernakulam",0 - 3 Years,0,3,1.5,3,5,False
Manual Test Engineer Required in Canada Under PNP program,World Overseas immigration Consultancy Pvt Ltd,"Australia, Canada",2 - 7 Years,2,7,4.5,5,2,True
General Manager,HR Jobs Placements,"Bengaluru / Bangalore, Chennai, Delhi/NCR, Hyderabad/Secunderabad, Mumbai",8 - 13 Years,8,13,10.5,5,5,False
"datawarehousing  , database developer",New Global Technologies,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Noida/Greater Noida",0 - 3 Years,0,3,1.5,3,5,False
"Technical Engineer ,  Computer Hardware Engineer ,  Support Engineer",Laxmi Infotech,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",1 - 6 Years,1,6,3.5,5,5,False
Android Developer,New Global Technologies,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",1 - 6 Years,1,6,3.5,5,5,False
"Network Engineer , System Administrator , Hardware Engineer",Laxmi Infotech,"Delhi/NCR, Mumbai, Pune",1 - 6 Years,1,6,3.5,5,3,False
